2585,MH560355/2015-16/45581325,,0.35000 N   ,,0.48000 L ,,0.00000 VL,6.35958 L ,380.22000 H ,0.00000 D,0.20000 D,1.81000 D,,1.19000 S,13.18000 S,0.00000 D
2586,MH560355/2015-16/45581327,7.84000 MAl ,0.11000 N   ,,0.42000 L ,,0.00000 VL,5.48240 L ,422.46000 H ,0.00000 D,0.83000 S,1.30000 D,,1.07000 S,12.53000 S,0.00000 D
2587,MH560355/2015-16/45581329,,0.22000 N   ,,0.33000 L ,,0.00000 VL,8.99114 L ,369.66000 H ,0.00000 D,0.71000 S,2.05000 D,,1.20000 S,12.87000 S,0.00000 D
2588,MH560355/2015-16/45581331,7.98000 MAl ,0.33000 N   ,,0.27000 L ,,0.00000 VL,9.64902 L ,401.34000 H ,0.00000 D,0.72000 S,1.79000 D,,0.97000 S,13.21000 S,0.00000 D
2589,MH560355/2015-16/45581333,7.72000 MAl ,0.59000 N   ,,0.30000 L ,,0.00000 VL,13.81565 M ,359.09000 H ,0.00000 D,0.30000 D,1.93000 D,,1.00000 S,13.15000 S,0.00000 D
2590,MH560355/2015-16/45581335,7.80000 MAl ,0.66000 N   ,,0.33000 L ,,0.00000 VL,14.91213 M ,359.09000 H ,0.00000 D,0.37000 D,1.79000 D,,1.27000 S,12.76000 S,0.00000 D
2591,MH560355/2015-16/45581337,7.64000 MAl ,0.56000 N   ,,0.33000 L ,,0.00000 VL,8.55254 L ,359.09000 H ,0.00000 D,0.32000 D,1.85000 D,,1.25000 S,13.09000 S,0.00000 D
2592,MH560355/2015-16/45581339,7.71000 MAl ,0.56000 N   ,,0.30000 L ,,0.00000 VL,8.11395 L ,401.34000 H ,0.00000 D,0.46000 D,1.77000 D,,1.33000 S,13.07000 S,0.00000 D
2593,MH560355/2015-16/45581341,7.96000 MAl ,0.32000 N   ,,0.36000 L ,,0.00000 VL,15.57002 M ,496.40000 H ,0.00000 D,0.57000 D,2.05000 D,,1.26000 S,13.09000 S,0.00000 D
2594,MH560355/2015-16/45581343,7.35000 MAl ,0.19000 N   ,,0.36000 L ,,0.00000 VL,15.35072 M ,337.97000 H ,0.00000 D,0.60000 D,2.54000 D,,1.44000 S,13.14000 S,0.00000 D
2595,MH560355/2015-16/45581345,7.22000 MAl ,0.20000 N   ,,0.39000 L ,,0.00000 VL,8.33325 L ,369.66000 H ,0.00000 D,0.31000 D,1.91000 D,,1.04000 S,12.08000 S,0.00000 D
2596,MH560355/2015-16/45581347,7.23000 MAl ,0.16000 N   ,,0.42000 L ,,0.00000 VL,2.85085 VL,369.66000 H ,0.00000 D,0.39000 D,1.77000 D,,1.08000 S,12.54000 S,0.00000 D
2597,MH560355/2015-16/45581349,7.14000 MAl ,0.18000 N   ,,0.39000 L ,,0.00000 VL,2.41226 VL,327.41000 M ,0.00000 D,0.54000 D,1.83000 D,,1.90000 S,13.97000 S,0.00000 D
2598,MH560355/2015-16/45581351,7.40000 MAl ,0.29000 N   ,,0.36000 L ,,0.00000 VL,8.55254 L ,369.66000 H ,0.00000 D,0.56000 D,2.05000 D,,1.16000 S,12.61000 S,0.00000 D
2599,MH560355/2015-16/45581353,7.12000 MAl ,0.22000 N   ,,0.30000 L ,,0.00000 VL,3.07014 VL,390.78000 H ,0.00000 D,0.50000 D,1.95000 D,,1.11000 S,13.07000 S,0.00000 D
2600,MH560355/2015-16/45581355,7.00000 N   ,0.20000 N   ,,0.24000 VL,,0.00000 VL,9.42973 L ,380.22000 H ,0.00000 D,0.45000 D,2.23000 D,,1.85000 S,13.26000 S,0.00000 D
2601,MH560355/2015-16/45581357,7.99000 MAl ,0.23000 N   ,,0.33000 L ,,0.00000 VL,6.35958 L ,390.78000 H ,0.00000 D,0.46000 D,1.56000 D,,1.21000 S,13.09000 S,0.00000 D
2602,MH560355/2015-16/45581359,,0.25000 N   ,,0.36000 L ,,0.00000 VL,2.85085 VL,348.53000 H ,0.00000 D,0.29000 D,2.13000 D,,1.08000 S,13.15000 S,0.00000 D
2603,MH560355/2015-16/45581361,7.25000 MAl ,0.28000 N   ,,0.33000 L ,,0.00000 VL,8.11395 L ,295.72000 M ,0.00000 D,0.26000 D,2.19000 D,,1.34000 S,13.34000 S,0.00000 D
2604,MH560355/2015-16/45581363,7.34000 MAl ,0.16000 N   ,,0.30000 L ,,0.00000 VL,11.84198 M ,337.97000 H ,0.00000 D,0.47000 D,1.81000 D,,1.07000 S,13.03000 S,0.00000 D
2605,MH560355/2015-16/45581365,7.30000 MAl ,0.19000 N   ,,0.42000 L ,,0.00000 VL,11.84198 M ,295.72000 M ,0.00000 D,0.26000 D,2.03000 D,,1.26000 S,13.19000 S,0.00000 D
2606,MH560355/2015-16/45581367,7.37000 MAl ,0.18000 N   ,,0.36000 L ,,0.00000 VL,4.38592 VL,306.29000 M ,0.00000 D,0.59000 D,1.83000 D,,0.98000 S,12.90000 S,0.00000 D
2607,MH560355/2015-16/45581369,7.33000 MAl ,0.13000 N   ,,0.33000 L ,,0.00000 VL,7.01747 L ,306.29000 M ,0.00000 D,0.42000 D,1.90000 D,,1.05000 S,13.28000 S,0.00000 D
2608,MH560355/2015-16/45581371,7.40000 MAl ,0.15000 N   ,,0.45000 L ,,0.00000 VL,8.55254 L ,316.85000 M ,0.00000 D,0.29000 D,2.17000 D,,1.02000 S,13.13000 S,0.00000 D
2609,MH560355/2015-16/45581373,7.45000 MAl ,0.34000 N   ,,0.30000 L ,,0.00000 VL,5.04381 L ,316.85000 M ,0.00000 D,0.52000 D,1.99000 D,,1.85000 S,12.97000 S,0.00000 D
2610,MH560355/2015-16/45581375,7.14000 MAl ,0.21000 N   ,,0.30000 L ,,0.00000 VL,5.70170 L ,380.22000 H ,0.00000 D,0.60000 D,2.06000 D,,1.10000 S,13.14000 S,0.00000 D
2611,MH560355/2015-16/45581377,7.26000 MAl ,0.52000 N   ,,0.33000 L ,,0.00000 VL,4.60522 VL,749.87000 VH,0.00000 D,0.35000 D,2.16000 D,,1.55000 S,7.99000 S,0.00000 D
2612,MH560355/2015-16/45581379,7.33000 MAl ,0.16000 N   ,,0.42000 L ,,0.00000 VL,11.40339 M ,612.57000 H ,0.00000 D,0.42000 D,1.85000 D,,2.40000 S,12.77000 S,0.00000 D
2613,MH560355/2015-16/45581381,7.20000 MAl ,0.19000 N   ,,0.30000 L ,,0.00000 VL,14.03494 M ,644.26000 H ,0.00000 D,0.26000 D,1.50000 D,,2.47000 S,13.86000 S,0.00000 D
2614,MH560355/2015-16/45581383,7.26000 MAl ,0.16000 N   ,,0.30000 L ,,0.00000 VL,9.21043 L ,591.45000 H ,0.00000 D,0.18000 D,1.79000 D,,2.40000 S,14.60000 S,0.00000 D
2615,MH560355/2015-16/45581385,7.20000 MAl ,0.20000 N   ,,0.39000 L ,,0.00000 VL,5.70170 L ,580.89000 H ,0.00000 D,0.24000 D,1.56000 D,,2.16000 S,14.41000 S,0.00000 D
2616,MH560355/2015-16/45581387,7.39000 MAl ,0.22000 N   ,,0.39000 L ,,0.00000 VL,12.71917 M ,675.94000 VH,0.00000 D,0.32000 D,1.48000 D,,2.50000 S,14.74000 S,0.00000 D
2617,MH560355/2015-16/45581389,7.42000 MAl ,0.24000 N   ,,0.42000 L ,,0.00000 VL,7.89466 L ,602.01000 H ,0.00000 D,0.29000 D,1.10000 D,,2.20000 S,7.47000 S,0.00000 D
2618,MH560355/2015-16/45581391,7.42000 MAl ,0.27000 N   ,,0.39000 L ,,0.00000 VL,5.48240 L ,623.13000 H ,0.00000 D,0.16000 D,1.30000 D,,2.47000 S,8.96000 S,0.00000 D
2619,MH560355/2015-16/45581393,7.30000 MAl ,0.29000 N   ,,0.33000 L ,,0.00000 VL,5.92099 L ,612.57000 H ,0.00000 D,0.18000 D,1.85000 D,,2.47000 S,14.47000 S,0.00000 D
2620,MH560355/2015-16/45581395,7.47000 MAl ,0.20000 N   ,,0.30000 L ,,0.00000 VL,5.48240 L ,623.13000 H ,0.00000 D,0.25000 D,1.77000 D,,2.42000 S,12.95000 S,0.00000 D
2621,MH560355/2015-16/45581397,7.41000 MAl ,0.24000 N   ,,0.27000 L ,,0.00000 VL,9.21043 L ,602.01000 H ,0.00000 D,0.44000 D,1.75000 D,,2.16000 S,7.70000 S,0.00000 D
2622,MH560355/2015-16/45581399,7.36000 MAl ,0.55000 N   ,,0.42000 L ,,0.00000 VL,10.30691 M ,612.57000 H ,0.00000 D,0.15000 D,1.62000 D,,2.02000 S,14.04000 S,0.00000 D
2623,MH560355/2015-16/45581401,7.23000 MAl ,0.17000 N   ,,0.39000 L ,,0.00000 VL,6.14029 L ,602.01000 H ,0.00000 D,0.26000 D,1.56000 D,,2.03000 S,10.89000 S,0.00000 D
2624,MH560355/2015-16/45581403,7.69000 MAl ,0.28000 N   ,,0.33000 L ,,0.00000 VL,10.30691 M ,570.33000 H ,0.00000 D,0.51000 D,1.62000 D,,2.25000 S,12.62000 S,0.00000 D
2625,MH560355/2015-16/45581405,7.21000 MAl ,0.22000 N   ,,0.36000 L ,,0.00000 VL,6.35958 L ,654.82000 H ,0.00000 D,0.18000 D,1.42000 D,,2.58000 S,14.76000 S,0.00000 D
2626,MH560355/2015-16/45581407,7.28000 MAl ,0.27000 N   ,,0.30000 L ,,0.00000 VL,7.67536 L ,623.13000 H ,0.00000 D,0.27000 D,1.08000 D,,2.47000 S,6.99000 S,0.00000 D
2627,MH560355/2015-16/45581409,7.13000 MAl ,0.25000 N   ,,0.42000 L ,,0.00000 VL,8.99114 L ,644.26000 H ,0.00000 D,0.26000 D,1.10000 D,,2.07000 S,12.97000 S,0.00000 D
2628,MH560355/2015-16/45581411,7.63000 MAl ,0.26000 N   ,,0.39000 L ,,0.00000 VL,8.33325 L ,623.13000 H ,0.00000 D,0.18000 D,1.64000 D,,2.43000 S,14.87000 S,0.00000 D
2629,MH560355/2015-16/45581413,7.22000 MAl ,0.24000 N   ,,0.42000 L ,,0.00000 VL,6.57888 L ,538.64000 H ,0.00000 D,0.19000 D,1.16000 D,,2.59000 S,10.87000 S,0.00000 D
2630,MH560355/2015-16/45581415,7.24000 MAl ,0.28000 N   ,,0.30000 L ,,0.00000 VL,5.92099 L ,549.20000 H ,0.00000 D,0.27000 D,0.94000 D,,2.45000 S,14.17000 S,0.00000 D
2631,MH560355/2015-16/45581417,7.20000 MAl ,0.30000 N   ,,0.39000 L ,,0.00000 VL,8.33325 L ,570.33000 H ,0.00000 D,0.18000 D,1.70000 D,,2.52000 S,14.29000 S,0.00000 D
2632,MH560355/2015-16/45581419,7.12000 MAl ,0.25000 N   ,,0.33000 L ,,0.00000 VL,5.48240 L ,549.20000 H ,0.00000 D,0.16000 D,1.66000 D,,2.47000 S,14.66000 S,0.00000 D
2633,MH560355/2015-16/45581421,7.43000 MAl ,0.23000 N   ,,0.30000 L ,,0.00000 VL,4.82451 VL,528.08000 H ,0.00000 D,0.21000 D,1.42000 D,,1.94000 S,10.98000 S,0.00000 D
2634,MH560355/2015-16/45581423,,0.18000 N   ,,0.39000 L ,,0.00000 VL,8.55254 L ,538.64000 H ,0.00000 D,0.69000 S,1.38000 D,,2.03000 S,14.23000 S,0.00000 D
2635,MH560355/2015-16/45581425,7.19000 MAl ,0.17000 N   ,,0.35000 L ,,0.00000 VL,4.38592 VL,570.33000 H ,0.00000 D,0.26000 D,1.68000 D,,2.09000 S,8.23000 S,0.00000 D
,Total No Mogha,"AS - 0
SrAc - 0
HAc - 0
MAc - 1
SlAc - 1
N - 1
MAl - 76
SlAl - 0
",L-  0,,"L - 74
VL - 3 
M - 10
H - 3
VH - 0",,"L - 0
VL - 90
M - 0
H - 0
VH - 0","L - 46
VL - 15 
M - 28
H - 0
VH - 1","L - 0
VL - 0 
M - 8
H - 76
VH - 6","S - 0
D - 90","S - 5
D - 85","S - 0
D - 90
",,"S - 90 
D - 0
","S - 90
D - 0
","S - 0
D - 90
"
,Village: MOHGAON,,,,,,,,,,,,,,,
2636,MH560301/2015-16/45570088,7.36000 MAl ,0.41000 N   ,,0.72000 M ,,0.00000 VL,7.89466 L ,316.85000 M ,0.00000 D,0.32000 D,2.64000 D,,1.92000 S,9.48000 S,0.00000 D
2637,MH560301/2015-16/45577724,7.30000 MAl ,0.18000 N   ,,0.19500 VL,,0.00000 VL,114.03390 VH,359.09000 H ,0.00000 D,0.36000 D,3.51000 D,,2.56000 S,9.77000 S,0.00000 D
2638,MH560301/2015-16/45577732,7.52000 MAl ,0.26000 N   ,,0.15000 VL,,0.00000 VL,6.35958 L ,464.71000 H ,0.00000 D,0.34000 D,2.39000 D,,2.31000 S,8.80000 S,0.00000 D
2639,MH560301/2015-16/45596834,7.46000 MAl ,0.18000 N   ,,0.24000 VL,,0.00000 VL,10.30691 M ,411.90000 H ,0.00000 D,0.27000 D,2.69000 D,,2.14000 S,8.39000 S,0.00000 D
2640,MH560301/2015-16/45596842,7.45000 MAl ,0.24000 N   ,,0.22500 VL,,0.00000 VL,6.14029 L ,390.78000 H ,0.00000 D,0.30000 D,3.33000 D,,2.20000 S,8.00000 S,0.00000 D
2641,MH560301/2015-16/45596853,7.31000 MAl ,0.23000 N   ,,0.27000 L ,,0.00000 VL,6.35958 L ,633.70000 H ,0.00000 D,0.32000 D,2.98000 D,,2.37000 S,8.66000 S,0.00000 D
2642,MH560301/2015-16/45596864,7.58000 MAl ,0.29000 N   ,,0.22500 VL,,0.00000 VL,4.60522 VL,728.75000 VH,0.00000 D,0.32000 D,2.27000 D,,2.01000 S,7.67000 S,0.00000 D
2643,MH560301/2015-16/45596871,7.32000 MAl ,0.29000 N   ,,0.21000 VL,,0.00000 VL,8.33325 L ,369.66000 H ,0.00000 D,0.25000 D,3.79000 D,,2.13000 S,9.28000 S,0.00000 D
2644,MH560301/2015-16/45596873,7.33000 MAl ,0.16000 N   ,,0.24000 VL,,0.00000 VL,9.64902 L ,327.41000 M ,0.00000 D,0.47000 D,2.00000 D,,1.71000 S,9.09000 S,0.00000 D
2645,MH560301/2015-16/45596881,7.61000 MAl ,0.46000 N   ,,0.28500 L ,,0.00000 VL,15.13142 M ,422.46000 H ,0.00000 D,0.31000 D,3.20000 D,,0.84000 S,9.66000 S,0.00000 D
2646,MH560301/2015-16/45596892,7.34000 MAl ,0.43000 N   ,,0.27000 L ,,0.00000 VL,74.56064 VH,295.72000 M ,0.00000 D,0.22000 D,2.53000 D,,2.19000 S,7.74000 S,0.00000 D
2647,MH560301/2015-16/45596898,7.33000 MAl ,0.13000 N   ,,0.27000 L ,,0.00000 VL,5.92099 L ,411.90000 H ,0.00000 D,0.36000 D,4.20000 D,,2.10000 S,8.76000 S,0.00000 D
2648,MH560301/2015-16/45596909,7.22000 MAl ,0.20000 N   ,,0.28500 L ,,0.00000 VL,7.23677 L ,369.66000 H ,0.00000 D,0.38000 D,3.67000 D,,3.14000 S,9.59000 S,0.00000 D
2649,MH560301/2015-16/45596920,7.35000 MAl ,0.14000 N   ,,0.24000 VL,,0.00000 VL,6.35958 L ,623.13000 H ,0.00000 D,0.30000 D,3.81000 D,,2.69000 S,12.10000 S,0.00000 D
2650,MH560301/2015-16/45596931,7.30000 MAl ,0.22000 N   ,,0.22500 VL,,0.00000 VL,10.30691 M ,454.15000 H ,0.00000 D,0.36000 D,3.20000 D,,2.66000 S,9.50000 S,0.00000 D
2651,MH560301/2015-16/45597099,7.38000 MAl ,0.21000 N   ,,0.28500 L ,,0.00000 VL,4.60522 VL,327.41000 M ,0.00000 D,0.27000 D,4.47000 D,,2.18000 S,9.05000 S,0.00000 D
2652,MH560301/2015-16/45597101,7.28000 MAl ,0.16000 N   ,,0.28500 L ,,0.00000 VL,10.74550 M ,359.09000 H ,0.00000 D,0.28000 D,4.01000 D,,2.43000 S,10.22000 S,0.00000 D
2653,MH560301/2015-16/45597103,7.38000 MAl ,0.15000 N   ,,0.22500 VL,,0.00000 VL,8.55254 L ,443.59000 H ,0.00000 D,0.29000 D,3.06000 D,,2.40000 S,9.57000 S,0.00000 D
2654,MH560301/2015-16/45597114,7.43000 MAl ,0.19000 N   ,,0.22500 VL,,0.00000 VL,6.14029 L ,348.53000 H ,0.00000 D,0.37000 D,3.87000 D,,2.40000 S,9.71000 S,0.00000 D
2655,MH560301/2015-16/45597116,7.46000 MAl ,0.22000 N   ,,0.27000 L ,,0.00000 VL,6.14029 L ,401.34000 H ,0.00000 D,0.18000 D,1.87000 D,,1.58000 S,6.82000 S,0.00000 D
2656,MH560301/2015-16/45597118,7.52000 MAl ,0.13000 N   ,,0.28500 L ,,0.00000 VL,11.18410 M ,433.03000 H ,0.00000 D,0.21000 D,1.07000 D,,1.72000 S,5.83000 S,0.00000 D
2657,MH560301/2015-16/45597120,7.52000 MAl ,0.19000 N   ,,0.24000 VL,,0.00000 VL,4.38592 VL,285.16000 M ,0.00000 D,0.13000 D,1.78000 D,,1.75000 S,6.11000 S,0.00000 D
2658,MH560301/2015-16/45597121,7.26000 MAl ,0.17000 N   ,,0.27000 L ,,0.00000 VL,5.26310 L ,422.46000 H ,0.00000 D,0.61000 S,3.92000 D,,2.92000 S,10.01000 S,0.00000 D
2659,MH560301/2015-16/45597128,7.35000 MAl ,0.13000 N   ,,0.25500 L ,,0.00000 VL,7.01747 L ,380.22000 H ,0.00000 D,0.25000 D,3.96000 D,,2.38000 S,9.83000 S,0.00000 D
2660,MH560301/2015-16/45597130,7.44000 MAl ,0.14000 N   ,,0.28500 L ,,0.00000 VL,9.21043 L ,274.60000 M ,0.00000 D,0.32000 D,3.04000 D,,2.17000 S,9.52000 S,0.00000 D
2661,MH560301/2015-16/45597131,7.35000 MAl ,0.14000 N   ,,0.25500 L ,,0.00000 VL,6.79818 L ,369.66000 H ,0.00000 D,0.23000 D,4.41000 D,,2.26000 S,9.50000 S,0.00000 D
2662,MH560301/2015-16/45597142,7.25000 MAl ,0.24000 N   ,,0.21000 VL,,0.00000 VL,14.03494 M ,485.83000 H ,0.00000 D,0.39000 D,3.81000 D,,2.81000 S,10.05000 S,0.00000 D
2663,MH560301/2015-16/45597148,7.51000 MAl ,0.18000 N   ,,0.22500 VL,,0.00000 VL,6.14029 L ,306.29000 M ,0.00000 D,0.39000 D,2.33000 D,,2.43000 S,8.26000 S,0.00000 D
,Total No Mohgaon,"AS - 0
SrAc - 0
HAc - 0
MAc - 0
SlAc - 0
N - 0
MAl - 28
SlAl - 0
",L-  0,,"L - 13
VL - 14 
M - 1
H - 0
VH - 0",,"L - 0
VL - 28
M - 0
H - 0
VH - 0","L - 17
VL - 3 
M - 6
H - 0
VH - 2","L - 0
VL - 0 
M - 7
H - 20
VH - 1","S - 0
D - 28","S - 1
D - 27","S - 0
D - 28
",,"S - 28 
D - 0
","S - 28
D - 0
","S - 0
D - 28
"
,Village: MOLWAN,,,,,,,,,,,,,,,
2664,MH560292/2016-17/21978893,8.02000 MAl ,0.57000 N   ,,0.14000 VL,,100.00000 VL,9.64000 L ,306.00000 M ,5.56000 D,0.36000 D,4.34000 D,,2.81000 S,10.28000 S,
2665,MH560292/2016-17/21979927,8.00000 MAl ,0.60000 N   ,,0.28000 L ,,200.00000 L ,6.57000 L ,370.00000 H ,5.24000 D,0.39000 D,4.69000 S,,2.36000 S,10.15000 S,
2666,MH560292/2016-17/21981276,8.08000 MAl ,0.46000 N   ,,0.42000 L ,,300.00000 M ,7.45000 L ,380.00000 H ,5.28000 D,0.28000 D,4.78000 S,,1.70000 S,9.55000 S,
2667,MH560292/2016-17/21984832,8.03000 MAl ,0.40000 N   ,,0.42000 L ,,300.00000 M ,11.84000 M ,348.00000 H ,5.68000 D,0.27000 D,4.32000 D,,2.18000 S,11.26000 S,
2668,MH560292/2016-17/21985742,8.00000 MAl ,0.38000 N   ,,0.14000 VL,,100.00000 VL,6.57000 L ,380.00000 H ,5.28000 D,0.25000 D,4.75000 S,,2.95000 S,8.87000 S,
2669,MH560292/2016-17/21987001,8.08000 MAl ,0.60000 N   ,,0.42000 L ,,300.00000 M ,4.60000 VL,422.00000 H ,5.22000 D,0.34000 D,4.32000 D,,2.93000 S,9.90000 S,
2670,MH560292/2016-17/21988251,8.20000 MAl ,0.62000 N   ,,0.28000 L ,,200.00000 L ,8.55000 L ,359.00000 H ,6.39000 D,0.39000 D,4.75000 S,,2.36000 S,11.61000 S,
2671,MH560292/2016-17/21989317,8.23000 MAl ,0.66000 N   ,,0.14000 VL,,100.00000 VL,9.21000 L ,433.00000 H ,773.00000 S,0.38000 D,4.68000 S,,2.15000 S,10.95000 S,
2672,MH560292/2016-17/21990525,8.10000 MAl ,0.50000 N   ,,0.28000 L ,,200.00000 L ,7.23000 L ,285.00000 M ,6.52000 D,0.27000 D,4.86000 S,,2.85000 S,11.38000 S,
2673,MH560292/2016-17/21991463,8.21000 MAl ,0.40000 N   ,,0.14200 VL,,100.00000 VL,8.77000 L ,391.00000 H ,5.18000 D,0.28000 D,4.73000 S,,2.83000 S,10.49000 S,
2674,MH560292/2016-17/21992443,8.26000 MAl ,0.61000 N   ,,0.42000 L ,,300.00000 M ,10.74000 M ,391.00000 H ,4.83000 D,0.23000 D,4.51000 S,,3.11000 S,8.53000 S,
2675,MH560292/2016-17/21993134,8.13000 MAl ,0.56000 N   ,,0.14000 VL,,100.00000 VL,12.93000 M ,370.00000 H ,6.12000 D,0.26000 D,4.25000 D,,2.95000 S,7.35000 S,
2676,MH560292/2016-17/21994170,8.15000 MAl ,0.52000 N   ,,0.14000 VL,,100.00000 VL,12.06000 M ,401.00000 H ,6.06000 D,0.21000 D,4.44000 D,,2.37000 S,10.20000 S,
2677,MH560292/2016-17/21995411,8.19000 MAl ,0.54000 N   ,,0.27000 L ,,200.00000 L ,6.79000 L ,327.00000 M ,6.03000 D,0.36000 D,4.28000 D,,2.26000 S,9.05000 S,
2678,MH560292/2016-17/22027694,8.20000 MAl ,0.60000 N   ,,0.42000 L ,,300.00000 M ,5.48000 L ,317.00000 M ,5.34000 D,0.30000 D,4.29000 D,,2.35000 S,14.10000 S,
2679,MH560292/2016-17/22028747,8.24000 MAl ,0.52000 N   ,,0.28000 L ,,200.00000 L ,4.38000 VL,348.00000 H ,5.28000 D,0.24000 D,4.64000 S,,2.77000 S,10.48000 S,
2680,MH560292/2016-17/22029427,8.02000 MAl ,0.44000 N   ,,0.14000 VL,,100.00000 VL,9.64000 L ,359.00000 H ,5.20000 D,0.21000 D,4.70000 S,,1.83000 S,11.54000 S,
2681,MH560292/2016-17/22030159,8.04000 MAl ,0.38000 N   ,,0.42000 L ,,300.00000 M ,4.82000 VL,317.00000 M ,5.20000 D,0.21000 D,4.87000 S,,2.14000 S,10.51000 S,
2682,MH560292/2016-17/22030869,8.00000 MAl ,0.49000 N   ,,0.28000 L ,,200.00000 L ,10.74000 M ,338.00000 H ,6.04000 D,0.26000 D,4.29000 D,,2.84000 S,9.67000 S,
2683,MH560292/2016-17/22031441,8.09000 MAl ,0.54000 N   ,,0.57000 M ,,400.00000 M ,10.96000 M ,306.00000 M ,6.85000 D,0.37000 D,4.33000 D,,3.02000 S,9.87000 S,
2684,MH560292/2016-17/22031788,8.23000 MAl ,0.69000 N   ,,0.57000 M ,,400.00000 M ,7.89000 L ,370.00000 H ,6.04000 D,0.32000 D,4.59000 S,,2.90000 S,10.34000 S,
2685,MH560292/2016-17/22032422,8.09000 MAl ,0.66000 N   ,,0.42000 L ,,300.00000 M ,10.08000 M ,401.00000 H ,6.06000 D,0.39000 D,4.43000 D,,1.64000 S,9.75000 S,
2686,MH560292/2016-17/22032998,8.00000 MAl ,0.56000 N   ,,0.28000 L ,,200.00000 L ,10.52000 M ,222.00000 M ,5.69000 D,0.36000 D,4.71000 S,,3.25000 S,8.51000 S,
2687,MH560292/2016-17/22034653,7.89000 MAl ,0.59000 N   ,,0.57000 M ,,400.00000 M ,7.67000 L ,348.00000 H ,5.28000 D,0.40000 D,4.46000 D,,2.11000 S,10.08000 S,
2688,MH560292/2016-17/22035219,7.89000 MAl ,0.66000 N   ,,0.42000 L ,,300.00000 M ,6.57000 L ,359.00000 H ,5.28000 D,0.37000 D,4.80000 S,,2.81000 S,9.40000 S,
2689,MH560292/2016-17/22035542,8.13000 MAl ,0.60000 N   ,,0.42000 L ,,300.00000 M ,7.23000 L ,401.00000 H ,5.22000 D,0.45000 D,4.13000 D,,2.20000 S,7.84000 S,
2690,MH560292/2016-17/22036012,8.24000 MAl ,0.60000 N   ,,0.28000 L ,,200.00000 L ,8.77000 L ,401.00000 H ,5.28000 D,0.34000 D,4.51000 S,,2.89000 S,11.65000 S,
2691,MH560292/2016-17/22036406,8.09000 MAl ,0.58000 N   ,,0.14000 VL,,100.00000 VL,5.26000 L ,348.00000 H ,5.35000 D,0.25000 D,4.89000 S,,2.31000 S,8.90000 S,
,Total No Molwan,"AS - 0
SrAc - 0
HAc - 0
MAc - 0
SlAc - 0
N - 0
MAl - 28
SlAl - 0
",L-  0,,"L - 17
VL - 8 
M - 3
H - 0
VH - 0",,"L - 8
VL - 8
M - 12
H - 0
VH - 0","L - 17
VL - 3 
M - 8
H - 0
VH - 0","L - 0
VL - 0 
M - 7
H - 21
VH - 0","S - 1
D - 27","S - 0
D - 28","S - 16
D - 12
",,"S - 28 
D - 0
","S - 28
D - 0
","S - 0
D - 0
"
,Village: MOREWADI,,,,,,,,,,,,,,,
2692,MH560397/2015-16/45577691,7.41000 MAl ,0.12000 N   ,,0.19500 VL,,0.00000 VL,5.04381 L ,348.53000 H ,0.00000 D,0.42000 D,1.66000 D,,2.18000 S,6.11000 S,0.00000 D
2693,MH560397/2015-16/45577734,7.31000 MAl ,0.16000 N   ,,0.15000 VL,,0.00000 VL,14.91213 M ,454.15000 H ,0.00000 D,0.12000 D,1.20000 D,,2.36000 S,6.18000 S,0.00000 D
2694,MH560397/2015-16/45577739,7.17000 MAl ,0.16000 N   ,,0.30000 L ,,0.00000 VL,2.19296 VL,538.64000 H ,0.00000 D,0.11000 D,1.58000 D,,2.35000 S,6.28000 S,0.00000 D
2695,MH560397/2015-16/45577746,7.11000 MAl ,0.14000 N   ,,0.24000 VL,,0.00000 VL,4.16662 VL,485.83000 H ,0.00000 D,0.53000 D,1.55000 D,,2.24000 S,6.70000 S,0.00000 D
2696,MH560397/2015-16/45577753,7.28000 MAl ,0.20000 N   ,,0.15000 VL,,0.00000 VL,6.79818 L ,728.75000 VH,0.00000 D,0.67000 S,1.71000 D,,2.15000 S,5.85000 S,0.00000 D
2697,MH560397/2015-16/45577760,7.25000 MAl ,0.19000 N   ,,0.25500 L ,,0.00000 VL,5.26310 L ,623.13000 H ,0.00000 D,0.51000 D,1.92000 D,,2.25000 S,6.17000 S,0.00000 D
2698,MH560397/2015-16/45577767,7.36000 MAl ,0.90000 N   ,,0.21000 VL,,0.00000 VL,11.40339 M ,454.15000 H ,0.00000 D,0.35000 D,1.52000 D,,2.03000 S,5.73000 S,0.00000 D
2699,MH560397/2015-16/45577774,7.45000 MAl ,0.12000 N   ,,0.24000 VL,,0.00000 VL,8.99114 L ,443.59000 H ,0.00000 D,0.45000 D,1.53000 D,,2.26000 S,9.02000 S,0.00000 D
2700,MH560397/2015-16/45577781,7.28000 MAl ,0.15000 N   ,,0.15000 VL,,0.00000 VL,3.50874 VL,528.08000 H ,0.00000 D,0.70000 S,1.43000 D,,2.33000 S,9.02000 S,0.00000 D
2701,MH560397/2015-16/45577788,7.22000 MAl ,0.21000 N   ,,0.22500 VL,,0.00000 VL,16.66649 M ,496.40000 H ,0.00000 D,0.62000 S,1.42000 D,,2.29000 S,6.01000 S,0.00000 D
2702,MH560397/2015-16/45577795,7.32000 MAl ,0.13000 N   ,,0.22500 VL,,0.00000 VL,8.11395 L ,380.22000 H ,0.00000 D,0.36000 D,1.46000 D,,2.20000 S,6.17000 S,0.00000 D
